brewery_type,city,state,country,is_micro
bar,Singapore,Singapore,Singapore,0
brewpub,Houston,Texas,United States,0
micro,Titusville,Florida,United States,1
brewpub,Titusville,Florida,United States,0
micro,Virginia Beach,Virginia,United States,1
micro,Santa Rosa,California,United States,1
micro,Plymouth,Massachusetts,United States,1
micro,Plymouth,Wisconsin,United States,1
micro,Port Jefferson Station,New York,United States,1
micro,Santa Clarita,California,United States,1
brewpub,Swiftwater,Pennsylvania,United States,0
brewpub,Cleveland,Missouri,United States,0
brewpub,Corydon,Indiana,United States,0
micro,Philadelphia,Pennsylvania,United States,1
micro,Labadie,Missouri,United States,1
micro,Fort Myers,Florida,United States,1
micro,Ann Arbor,Michigan,United States,1
brewpub,Jackson,Michigan,United States,0
micro,Griffith,Indiana,United States,1
micro,Worthing,West Sussex,England,1
micro,Cedar City,Utah,United States,1
micro,Saint Charles,Illinois,United States,1
micro,Lemont,Illinois,United States,1
closed,Croydon,New Hampshire,United States,0
planning,Amarillo,Texas,United States,0
brewpub,Albuquerque,New Mexico,United States,0
contract,Portland,Oregon,United States,0
micro,Sandy Springs,Georgia,United States,1
brewpub,Durham,North Carolina,United States,0
micro,San Diego,California,United States,1
micro,Seattle,Washington,United States,1
micro,Sacramento,California,United States,1
micro,San Marcos,California,United States,1
regional,Alexandria,Virginia,United States,0
micro,Port Adelaide,SA,Australia,1
micro,Wisconsin Dells,Wisconsin,United States,1
micro,Port Jefferson,New York,United States,1
brewpub,Crescent City,California,United States,0
micro,New Orleans,Louisiana,United States,1
micro,Somerville,VIC,Australia,1
proprietor,San Pedro,California,United States,0
micro,Port Townsend,Washington,United States,1
brewpub,Medford,Oregon,United States,0
brewpub,Sandy Springs,Georgia,United States,0
micro,Midlothian,Virginia,United States,1
contract,Waltham,Massachusetts,United States,0
regional,Portland,Oregon,United States,0
brewpub,Portland,Oregon,United States,0
brewpub,Pocatello,Idaho,United States,0
brewpub,Portsmouth,Ohio,United States,0
micro,Ventura,California,United States,1
micro,Peterborough,New Hampshire,United States,1
micro,Post Falls,Idaho,United States,1
taproom,Kenmore,Washington,United States,0
micro,Redmond,Washington,United States,1
micro,Potosi,Wisconsin,United States,1
micro,Potosi,Wisconsin,United States,1
micro,Enfield,Connecticut,United States,1
micro,Garden City,Idaho,United States,1
brewpub,Columbus,Indiana,United States,0
brewpub,Puyallup,Washington,United States,0
micro,Oklahoma City,Oklahoma,United States,1
micro,Tulsa,Oklahoma,United States,1
micro,Buffalo Grove,Illinois,United States,1
micro,Grand Island,Nebraska,United States,1
brewpub,Rockford,Illinois,United States,0
micro,Totness,SA,Australia,1
beergarden,Berlin,Berlin,Germany,0
brewpub,Baltimore,Maryland,United States,0
brewpub,Santa Clara,Coimbra,Portugal,0
micro,Williamsburg,Virginia,United States,1
micro,Springfield,Missouri,United States,1
brewpub,Prescott,Arizona,United States,0
micro,Prescott,Arizona,United States,1
planning,Portage,Michigan,United States,0
micro,Buffalo,New York,United States,1
brewpub,Paris,Arkansas,United States,0
micro,Columbus,Ohio,United States,1
micro,Knoxville,Tennessee,United States,1
micro,Albany,Georgia,United States,1
micro,Greensboro,North Carolina,United States,1
micro,Barongarook,VIC,Australia,1
micro,Priest Lake,Idaho,United States,1
micro,Huntersville,North Carolina,United States,1
micro,Longmont,Colorado,United States,1
micro,Fairy Meadow,NSW,Australia,1
micro,Carrollton,Georgia,United States,1
micro,Knoxville,Tennessee,United States,1
micro,Tallaght,Dublin,Ireland,1
brewpub,Jefferson City,Missouri,United States,0
brewpub,Auburn,New York,United States,0
brewpub,Yuma,Arizona,United States,0
micro,Crozet,Virginia,United States,1
micro,Warwick,Rhode Island,United States,1
brewpub,Pendleton,Oregon,United States,0
micro,South El Monte,California,United States,1
brewpub,Vista,California,United States,0
brewpub,Waterbury,Vermont,United States,0
micro,Tallahassee,Florida,United States,1
planning,Saint Louis,Missouri,United States,0
micro,Salt Lake City,Utah,United States,1
micro,Port Townsend,Washington,United States,1
brewpub,Fort Walton Beach,Florida,United States,0
micro,Fort Walton Beach,Florida,United States,1
micro,Denver,Colorado,United States,1
micro,Highlands Ranch,Colorado,United States,1
micro,San Diego,California,United States,1
micro,Providence,Rhode Island,United States,1
micro,Minneapolis,Minnesota,United States,1
micro,Warwick,QLD,Australia,1
micro,Las Vegas,Nevada,United States,1
planning,Baton Rouge,Louisiana,United States,0
micro,Westminster,Maryland,United States,1
micro,Tucson,Arizona,United States,1
brewpub,Cannon Beach,Oregon,United States,0
micro,Kenosha,Wisconsin,United States,1
micro,Saint James,Missouri,United States,1
micro,Rolla,Missouri,United States,1
brewpub,Manassas,Virginia,United States,0
proprietor,Westover,West Virginia,United States,0
micro,Tucson,Arizona,United States,1
brewpub,Dillon,Colorado,United States,0
contract,New Paltz,New York,United States,0
micro,Decorah,Iowa,United States,1
brewpub,Longmont,Colorado,United States,0
large,Graz,Steiermark,Austria,0
micro,Santa Barbara,California,United States,1
micro,San Diego,California,United States,1
micro,Whitinsville,Massachusetts,United States,1
contract,Fayetteville,Arkansas,United States,0
micro,Fort Collins,Colorado,United States,1
brewpub,Put In Bay,Ohio,United States,0
closed,Puyallup,Washington,United States,0
brewpub,Seattle,Washington,United States,0
bar,Singapore,Singapore,Singapore,0
micro,Nashville,Indiana,United States,1
closed,Wasilla,Alaska,United States,0
micro,San Diego,California,United States,1
micro,Butte,Montana,United States,1
brewpub,Cedar Rapids,Iowa,United States,0
brewpub,Oxford,Ohio,United States,0
brewpub,Hamilton,Ohio,United States,0
brewpub,Albuquerque,New Mexico,United States,0
micro,Chewelah,Washington,United States,1
brewpub,Aldie,Virginia,United States,0
micro,Cincinnati,Ohio,United States,1
micro,Burlington,Vermont,United States,1
micro,Staunton,Virginia,United States,1
proprietor,Ridgewood,New York,United States,0
micro,Greenville,South Carolina,United States,1
brewpub,Ahoskie,North Carolina,United States,0
brewpub,Pawleys Island,South Carolina,United States,0
brewpub,Quilcene,Washington,United States,0
micro,Irwin,Pennsylvania,United States,1
micro,Walla Walla,Washington,United States,1
brewpub,Salem,New York,United States,0
micro,Akron,Ohio,United States,1
micro,Justin,Texas,United States,1
micro,Mcallen,Texas,United States,1
micro,Homewood,Illinois,United States,1
brewpub,Clearfield,Pennsylvania,United States,0
micro,Racine,Wisconsin,United States,1
micro,Saratoga Springs,New York,United States,1
contract,New York,New York,United States,0
micro,Rock Island,Illinois,United States,1
brewpub,Kellogg,Idaho,United States,0
micro,Ottawa,Illinois,United States,1
micro,Emporia,Kansas,United States,1
micro,Portsmouth,Rhode Island,United States,1
brewpub,Atlantic Beach,Florida,United States,0
regional,Fort Worth,Texas,United States,0
micro,Shakopee,Minnesota,United States,1
planning,Denver,Colorado,United States,0
micro,Auburn,Washington,United States,1
brewpub,Simpsonville,South Carolina,United States,0
brewpub,Hornell,New York,United States,0
micro,Aberdeen,North Carolina,United States,1
brewpub,Marinette,Wisconsin,United States,0
micro,Waxahachie,Texas,United States,1
micro,Avon,Ohio,United States,1
brewpub,Altoona,Pennsylvania,United States,0
brewpub,Corpus Christi,Texas,United States,0
micro,Broomfield,Colorado,United States,1
micro,Vancouver,Washington,United States,1
micro,Dutton,Michigan,United States,1
micro,New Harmony,Indiana,United States,1
micro,Poulsbo,Washington,United States,1
brewpub,Waukesha,Wisconsin,United States,0
micro,Raleigh,North Carolina,United States,1
micro,Fort Collins,Colorado,United States,1
brewpub,Boise,Idaho,United States,0
brewpub,Clackamas,Oregon,United States,0
brewpub,Indianapolis,Indiana,United States,0
brewpub,Lakewood,Washington,United States,0
brewpub,Medford,Oregon,United States,0
micro,Tacoma,Washington,United States,1
brewpub,Puyallup,Washington,United States,0
brewpub,Salem,Oregon,United States,0
brewpub,Schaumburg,Illinois,United States,0
brewpub,Seattle,Washington,United States,0
brewpub,Tacoma,Washington,United States,0
brewpub,Wheeling,Illinois,United States,0
closed,Seattle,Washington,United States,0
micro,Hawthorn,VIC,Australia,1
brewpub,Wauseon,Ohio,United States,0
planning,Fort Collins,Colorado,United States,0
planning,Laporte,Colorado,United States,0
brewpub,Brooklyn,New York,United States,0
micro,Columbus,Ohio,United States,1
micro,Charlottesville,Virginia,United States,1
brewpub,Millersville,Pennsylvania,United States,0
micro,Newstead,QLD,Australia,1
micro,San Antonio,Texas,United States,1
micro,Kenosha,Wisconsin,United States,1
brewpub,Moscow,Idaho,United States,0
micro,Seminole,Florida,United States,1
micro,Mountain Home,Arkansas,United States,1
micro,Acton,Massachusetts,United States,1
micro,Tupper Lake,New York,United States,1
proprietor,Cambridge,Maryland,United States,0
brewpub,Traverse City,Michigan,United States,0
closed,Lone Tree,Colorado,United States,0
micro,Troy,New York,United States,1
micro,Keansburg,New Jersey,United States,1
brewpub,Inchicore,Dublin,Ireland,0
brewpub,Salem,Oregon,United States,0
brewpub,Silverton,Oregon,United States,0
micro,Denver,Colorado,United States,1
brewpub,Richland,Washington,United States,0
micro,Seattle,Washington,United States,1
micro,Cumberland,Rhode Island,United States,1
proprietor,Highland Park,Illinois,United States,0
brewpub,Menomonie,Wisconsin,United States,0
micro,Astoria,Oregon,United States,1
brewpub,Reads Landing,Minnesota,United States,0
regional,Blanco,Texas,United States,0
micro,Delmar,New York,United States,1
micro,Charlottesville,Virginia,United States,1
micro,Virginia Beach,Virginia,United States,1
brewpub,Little Rock,Arkansas,United States,0
micro,Corpus Christi,Texas,United States,1
planning,Noblesville,Indiana,United States,0
micro,Wendouree,VIC,Australia,1
micro,Edwardsville,Illinois,United States,1
micro,Bathurst,NSW,Australia,1
micro,Bathurst,NSW,Australia,1
micro,Bondurant,Iowa,United States,1
brewpub,Butler,Pennsylvania,United States,0
brewpub,Butler,Pennsylvania,United States,0
micro,Hassocks,West Sussex,England,1
micro,Danville,Vermont,United States,1
planning,Washington,District of Columbia,United States,0
planning,Waltham,Massachusetts,United States,0
micro,Sunnyvale,California,United States,1
micro,Atlanta,Georgia,United States,1
micro,Knysna,Western Cape,South Africa,1
micro,Folsom,California,United States,1
brewpub,Torrance,California,United States,0
micro,Opelika,Alabama,United States,1
micro,Olathe,Kansas,United States,1
micro,Winter Springs,Florida,United States,1
planning,Oklahoma City,Oklahoma,United States,0
micro,Rural View,QLD,Australia,1
micro,Albuquerque,New Mexico,United States,1
micro,Fredericksburg,Virginia,United States,1
brewpub,Wausau,Wisconsin,United States,0
micro,Cisco,Texas,United States,1
micro,Marietta,Georgia,United States,1
micro,Syracuse,New York,United States,1
micro,Red Hill South,VIC,Australia,1
micro,Concord,North Carolina,United States,1
micro,Birmingham,Alabama,United States,1
brewpub,Cedar Park,Texas,United States,0
planning,Lincoln,Nebraska,United States,0
brewpub,Calumet,Michigan,United States,0
micro,Colorado Springs,Colorado,United States,1
micro,Red Lodge,Montana,United States,1
brewpub,Ouray,Colorado,United States,0
regional,Whitsett,North Carolina,United States,0
micro,Shreveport,Louisiana,United States,1
brewpub,Red River,New Mexico,United States,0
brewpub,Salt Lake City,Utah,United States,0
micro,Salt Lake City,Utah,United States,1
micro,Cherry Valley,New York,United States,1
micro,Mount Airy,Maryland,United States,1
micro,Cookeville,Tennessee,United States,1
micro,Oxnard,California,United States,1
planning,Denver,Colorado,United States,0
micro,Fort Collins,Colorado,United States,1
brewpub,Red Wing,Minnesota,United States,0
micro,Staunton,Virginia,United States,1
brewpub,Indianapolis,Indiana,United States,0
brewpub,Louisville,Colorado,United States,0
closed,Portsmouth,New Hampshire,United States,0
regional,Seattle,Washington,United States,0
micro,Yakima,Washington,United States,1
micro,Orlando,Florida,United States,1
micro,Burton,Michigan,United States,1
micro,Pretoria,Gauteng,South Africa,1
brewpub,Flint,Michigan,United States,0
micro,Arcata,California,United States,1
micro,Eureka,California,United States,1
brewpub,Reed City,Michigan,United States,0
closed,Los Angeles,California,United States,0
micro,Crossmolina,Mayo,Ireland,1
micro,Little Rock,Arkansas,United States,1
micro,Woodstock,Georgia,United States,1
micro,Temecula,California,United States,1
micro,Manchester,New York,United States,1
micro,Bethlehem,New Hampshire,United States,1
micro,Temecula,California,United States,1
micro,Plainville,Connecticut,United States,1
micro,Sioux Falls,South Dakota,United States,1
micro,Somerville,Massachusetts,United States,1
micro,Tulsa,Oklahoma,United States,1
micro,Rogers,Arkansas,United States,1
micro,Denver,Colorado,United States,1
micro,Denver,Colorado,United States,1
planning,Reno,Nevada,United States,0
micro,Georgetown,Texas,United States,1
brewpub,Republic,Washington,United States,0
brewpub,Manchester,New Hampshire,United States,0
micro,Upland,California,United States,1
micro,San Diego,California,United States,1
micro,Charlotte,North Carolina,United States,1
contract,Austin,Texas,United States,0
micro,Bulli,NSW,Australia,1
micro,Centennial,Colorado,United States,1
brewpub,Anchorage,Alaska,United States,0
brewpub,Bellevue,Washington,United States,0
micro,Harrisonburg,Virginia,United States,1
brewpub,Delaware,Ohio,United States,0
brewpub,Buffalo,New York,United States,0
micro,Tarrawanna,NSW,Australia,1
micro,Seattle,Washington,United States,1
micro,Seattle,Washington,United States,1
brewpub,Coralville,Iowa,United States,0
micro,Morningside,QLD,Australia,1
micro,Morningside,QLD,Australia,1
brewpub,Cincinnati,Ohio,United States,0
micro,Hallock,Minnesota,United States,1
micro,Rehoboth Beach,Delaware,United States,1
micro,Charleston,South Carolina,United States,1
planning,Newtown,Connecticut,United States,0
micro,Sparks,Nevada,United States,1
proprietor,Cranston,Rhode Island,United States,0
